Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações
60561;BIOZINC KIDS SOL 75ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 28,07; R$ -   ;Ok
77;BISALAX 5 MG C/20 DRG;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 6,22; R$ -   ;Ok
1060;BISMU-JET GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;2;2;0;R$ 14,60; R$ -   ;Ok
58745;BISOLVON XPE ADU 120ML CAR;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 26,85; R$ -   ;Ok
1992;BISOPROLOL 1,25MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 23,91; R$ -   ;Ok
110999;BISOPROLOL 1,25MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 21,14; R$ -   ;Ok
118225;BISOPROLOL 1,25MG 30CP (NEOQ);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 19,62; R$ -   ;Ok
111206;BISOPROLOL 10MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 31,10; R$ -   ;Ok
63647;BISOPROLOL 10MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 16,06; R$ -   ;Ok
73482;BISOPROLOL 2,5MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 21,83; R$ -   ;Ok
63648;BISOPROLOL 2,5MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 16,26; R$ -   ;Ok
56328;BISOPROLOL 5MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 26,04; R$ -   ;Ok
111172;BISOPROLOL 5MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 22,49; R$ -   ;Ok
63649;BISOPROLOL 5MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;15;15;0;R$ 27,01; R$ -   ;Ok
66538;BIVOLET 5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 45,97; R$ -   ;Ok
63402;BLEFOS HIGIENIZANTE OCULAR 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 42,90; R$ -   ;Ok
60788;COGLIVE 8MG C/ 30CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;0;-1;R$ 109,70;-R$ 109,70;Ajustado - Retirar
65282;BODY SPLASH GIOVANNA BABY  BLUEB 260ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;2;2;0;R$ 20,52; R$ -   ;Ok
65281;BODY SPLASH GIOVANNA BABY  LILAC 260ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;2;2;0;R$ 22,71; R$ -   ;Ok
65426;BODY SPLASH GIOVANNA BABY CLASSIC 260ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;8;8;0;R$ 18,42; R$ -   ;Ok
111336;BODY SPLASH LABOTRAT CEREJA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 18,94; R$ -   ;Ok
119234;BODY SPLASH LABOTRAT HIBISCO 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;3;3;0;R$ 20,18; R$ -   ;Ok
119235;BODY SPLASH LABOTRAT MARACUJA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;3;3;0;R$ 20,18; R$ -   ;Ok
110950;BODY SPLASH LABOTRAT MELANCIA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;3;3;0;R$ 20,18; R$ -   ;Ok
110951;BODY SPLASH LABOTRAT MORANGO 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;2;2;0;R$ 17,68; R$ -   ;Ok
111159;BODY SPLASH LABOTRAT PESSEGO 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;5;5;0;R$ 17,68; R$ -   ;Ok
119236;BODY SPLASH LABOTRAT PISTACHE 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;1;1;0;R$ 20,18; R$ -   ;Ok
110952;BODY SPLASH LABOTRAT PITAYA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;1;1;0;R$ 20,18; R$ -   ;Ok
58627;BOLSA KESTAL TERMICA TAM M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 13,67; R$ -   ;Ok
60511;BOLSA TERM CREMER GEL 400G;PRINCIPAL > 5 - PERFUMARIA > DIVERSOS > ACESSORIOS;1;1;0;R$ 14,27; R$ -   ;Ok
56337;BOSTON SIMPLUS 120ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 62,92; R$ -   ;Ok
1452;BRASART 160 MG C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 35,86; R$ -   ;Ok
1453;BRASART 320 MG C/ 30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 51,22; R$ -   ;Ok
57014;BRASART HCT 160/12,5MG C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 72,48; R$ -   ;Ok
57018;BRAVAN 160MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 38,17; R$ -   ;Ok
57019;BRAVAN 80MG 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 36,42; R$ -   ;Ok
1779;BRIMONIDINA 0,2% 5ML;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 15,07; R$ -   ;Ok
110675;BRIMONIDINA SOL OFT 2MG/ML 5ML GEN (G);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 16,50; R$ -   ;Ok
61442;BRITENS  10ML COL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 129,29; R$ -   ;Ok
61384;BRITENS  COLIRIO 05 ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 92,51; R$ -   ;Ok
73277;BROMAZEPAM 3 MG C/ 30 CP(UNI);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 4,34; R$ -   ;Ok
480;BROMAZEPAM 3 MG C/30 CP (TEUT);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;3;3;0;R$ 3,41; R$ -   ;Ok
420;BROMAZEPAM 3 MG C/30CP MEDLEY ;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 4,31; R$ -   ;Ok
349;BROMAZEPAM 3MG C/30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 5,84; R$ -   ;Ok
103474;BROMAZEPAM 6 MG C/ 30 CP(BIO);PRINCIPAL > 2 - GENÉRICOS > GEN_CONTR ESPECIAL;2;2;0;R$ 7,18; R$ -   ;Ok
73353;BROMAZEPAM 6 MG C/ 30 CP(UNI);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 6,57; R$ -   ;Ok
73369;BROMAZEPAM 6 MG C/30 CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 4,63; R$ -   ;Ok
973;BROMAZEPAM 6MG C/30CP MEDLEY;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 9,52; R$ -   ;Ok
103452;BROMETO DE IPRATROPIO 0,25 MG/ML SOL INAL 20 ML(UNI);PRINCIPAL > 2 - GENÉRICOS > GENERICO;2;2;0;R$ 3,91; R$ -   ;Ok
303;BROMEXINA  XPE PED 4 MG/5 ML  120 ML;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;2;4;2;R$ 6,84;R$ 13,68;Sobra
118014;BROMIDRATO DE VORTIOXETINA 10MG 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 78,54; R$ -   ;Ok
118016;BROMIDRATO DE VORTIOXETINA 15MG 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 103,41; R$ -   ;Ok
118017;BROMIDRATO DE VORTIOXETINA 20MG 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 189,74; R$ -   ;Ok
118015;BROMIDRATO DE VORTIOXETINA 5MG 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 46,80; R$ -   ;Ok
58105;BROMIL EXP AD 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 27,10; R$ -   ;Ok
73330;BROMOPRIDA 10MG C/20CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;4;1;R$ 7,14;R$ 7,14;Sobra
107408;DULOXETINA 30 MG 30CAP LIB RET BIOSS;PRINCIPAL > 2 - GENÉRICOS > GEN_CONTR ESPECIAL;2;0;-2;R$ 48,20;-R$ 96,40;Perda
73847;BROMOPRIDA 10MG C/20CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 5,61; R$ -   ;Ok
73276;BROMOPRIDA 4MG/ML GTS 20ML(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;7;7;0;R$ 5,95; R$ -   ;Ok
73697;BROMOPRIDA 4MG/ML GTS 20ML(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 3,00; R$ -   ;Ok
56751;BRONCHO-VAXOM 3,5MG 30SACHES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 156,58; R$ -   ;Ok
72283;BRONFENIRAMINA + FENILEFRINA  12MG + 15MG 12CPRS;PRINCIPAL > 2 - GENÉRICOS > GEN_LIBERADO;2;2;0;R$ 14,31; R$ -   ;Ok
72279;BRONFENIRAMINA 2MG + FENILEFRINA 2,5MG GTS20ML;PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;1;1;0;R$ 8,29; R$ -   ;Ok
118842;BRONFENIRAMINA 2MG + FENILEFRINA 5MG XPE 120ML;PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;1;1;0;R$ 12,72; R$ -   ;Ok
1338;BRONTEK XPE ADT 50 MG/5 ML 120 ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;2;2;0;R$ 12,24; R$ -   ;Ok
889;BRONTEK XPE PED 25 MG/5 ML 120 ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;2;2;0;R$ 10,31; R$ -   ;Ok
62426;BRONZ ALYNE  URUCUM FPS6 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BRONZEADORES;2;2;0;R$ 15,22; R$ -   ;Ok
65408;BRONZ CENOURA E BRONZE FPS6 110 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BRONZEADORES;2;2;0;R$ 22,69; R$ -   ;Ok
304;BUCLINA 25MG C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;5;5;0;R$ 17,04; R$ -   ;Ok
63627;BUDESONIDA 32MCG C/120 DOSES;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;5;6;1;R$ 20,55;R$ 20,55;Sobra
63281;BUDESONIDA 64 MCG C/ 120 DOSES;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;3;1;R$ 25,10;R$ 25,10;Sobra
66078;BUP XL 150MG 30CP (EUROFARMA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 79,32; R$ -   ;Ok
118520;BUP XL 150MG 60CP (EUROFARMA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 128,76; R$ -   ;Ok
69709;BUP XL 300MG 30CP (EUROFARMA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 101,46; R$ -   ;Ok
118284;BUPROPIONA 150MG 30CP (UNIAOQ);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;4;4;0;R$ 20,28; R$ -   ;Ok
67024;BUPROPIONA 150MG 60CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;1;1;0;R$ 25,22; R$ -   ;Ok
60667;BUPROPIONA 150MG C/30 CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;1;1;0;R$ 21,97; R$ -   ;Ok
58066;BUPROVIL 600MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;1;1;0;R$ 4,45; R$ -   ;Ok
1095;BUPROVIL 600MG C/ 30CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;2;2;0;R$ 7,64; R$ -   ;Ok
1152;BUSCODUO C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;6;6;0;R$ 28,03; R$ -   ;Ok
943;BUSCOFEM 400MG C/ 10CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;5;5;0;R$ 24,33; R$ -   ;Ok
62981;LATANOPROSTA 0,05MG/ML SOL OFT 2,5ML;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;3;1;-2;R$ 45,99;-R$ 91,98;Perda
69222;BUSCOFEM HOT ADESIVO 2 SACHES;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 18,75; R$ -   ;Ok
70585;BUSCOPAN COMPOSTO BLISTER C/4;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;17;17;0;R$ 4,68; R$ -   ;Ok
655;BUSCOPAN COMPOSTO C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;97;97;0;R$ 19,84; R$ -   ;Ok
118349;BUSCOPAN COMPOSTO GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;6;6;0;R$ 20,79; R$ -   ;Ok
71393;BUSCOPAN PED 10MG/ML S ORAL 20ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;4;4;0;R$ 21,67; R$ -   ;Ok
591;BUSCOPAN SIMPLES C/ 20DRAGS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;6;6;0;R$ 20,05; R$ -   ;Ok
668;BUSCOPAN SIMPLES GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;5;5;0;R$ 20,66; R$ -   ;Ok
61067;BUSCOPLEX COMPOSTO GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 7,68; R$ -   ;Ok
1856;BUSONID  64MSG  SUS NASAL 120DOSE;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;3;3;0;R$ 28,15; R$ -   ;Ok
1001;BUSONID 32MCG 120DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;4;4;0;R$ 23,96; R$ -   ;Ok
1478;BUSONID 50MCG 120 DOSES (ACHE) FP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 35,97; R$ -   ;Ok
64032;BUTACID 200 MG C/ 20 CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 10,71; R$ -   ;Ok
69690;BYE BYE FEVER BEBE C/2UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 9,28; R$ -   ;Ok
69688;BYE BYE FEVER CRIANCA C/ 2UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 8,81; R$ -   ;Ok
118249;CABERGOLINA 0,5MG 8CP (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 52,92; R$ -   ;Ok
73962;CABERGOLINA 0,5MG C/ 2 CP(NOV);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 13,81; R$ -   ;Ok
61432;CABERGOLINA 0,5MG C/2 CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;2;2;0;R$ 13,69; R$ -   ;Ok
57047;CALCEOS  KIDS CEREJA 200 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;3;3;0;R$ 48,92; R$ -   ;Ok
107667;CALCIODEX  1.250MG MDK C/30 CP;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 31,46; R$ -   ;Ok
56925;CALCIOVITAL B12 FRAMBOESA 250ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;2;2;0;R$ 10,72; R$ -   ;Ok
60337;CALCIPLEX MDKCA 30CP (ECOFITUS);PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;4;4;0;R$ 21,85; R$ -   ;Ok
1318;CALCITRAN B-12 150ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;3;3;0;R$ 29,10; R$ -   ;Ok
102637;CALCITRAN D3  1000UI C/60 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 63,68; R$ -   ;Ok
1763;CALCITRAN D3  600MG + 200UI C/ 30 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 23,08; R$ -   ;Ok
61383;CALCITRAN MDK  C/30 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 47,11; R$ -   ;Ok
62291;CALCITRAN MDK  C/60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;3;3;0;R$ 75,25; R$ -   ;Ok
72249;CALCITRAN TRIFLEX C/30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;3;3;0;R$ 53,56; R$ -   ;Ok
65627;CALCIUM MAXX K2 C/ 60 CAPS;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;3;3;0;R$ 44,76; R$ -   ;Ok
70905;CALDE MAX 2.000UI C/30 COMP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 155,28; R$ -   ;Ok
69228;CALDE MDK 1000UI C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 129,48; R$ -   ;Ok
64043;CALDE MDK 2000UI C/30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 81,37; R$ -   ;Ok
66161;CALDE MDK 2000UI C/60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 130,41; R$ -   ;Ok
102838;CALKADE MDK C/60 CP;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 48,06; R$ -   ;Ok
1494;CALMAN 100ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 50,18; R$ -   ;Ok
1372;CALMAN C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 36,76; R$ -   ;Ok
61082;CALOTRAT 5ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 12,26; R$ -   ;Ok
60501;CALOTRAT POMADA 200MG 20G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;2;2;0;R$ 28,32; R$ -   ;Ok
1558;CAMOMILINA C C/ 20CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 51,33; R$ -   ;Ok
56303;CANDESARTANA 8MG 30CPR;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;3;3;0;R$ 30,97; R$ -   ;Ok
1296;CANDICORT CR 30G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 30,97; R$ -   ;Ok
888;CANDITRAT SOL ORAL 50ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 8,03; R$ -   ;Ok
749;CAPOX 25 MG C/ 30CP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT;2;2;0;R$ 2,25; R$ -   ;Ok
73978;CAPTOPRIL 25MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 2,83; R$ -   ;Ok
118227;CAPTOPRIL 25MG 30CP (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 2,00; R$ -   ;Ok
108520;PROT SOL NEUTR SUN FRESH FPS70 200+FAC FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;9;8;-1;R$ 86,95;-R$ 86,95;Perda
1004;CAPTOPRIL 50MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 5,18; R$ -   ;Ok
73568;CAPTOPRIL 50MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 3,38; R$ -   ;Ok
61282;CARBAMAZEPINA  200MG C/ 30CP TEUTO;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 6,64; R$ -   ;Ok
351;CARBAMAZEPINA 20 MG/ML  100 ML UNIAO QUIM;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;6;6;0;R$ 16,19; R$ -   ;Ok
553;CARBAMAZEPINA 200 MG C/ 30 CP UN QUIM;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ONE;2;2;0;R$ 10,88; R$ -   ;Ok
70662;CARBAMAZEPINA 400MG C/30CP TEUTO;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 13,39; R$ -   ;Ok
103464;CARBOCISTEINA 20 MG/ML XPE PED 100 ML(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 9,18; R$ -   ;Ok
66417;CARBOLITIUM 300MG C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 45,87; R$ -   ;Ok
69243;CARBOLITIUM CR 450MG 60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 109,15; R$ -   ;Ok
72098;CARBONATO DE LITIO 300 MG 60 CPR (EUROF);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 23,44; R$ -   ;Ok
67002;CARBONATO DE LITIO 300MG C/ 90CP (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 29,27; R$ -   ;Ok
70373;CARBONATO DE LITIO 300MG C/60CP (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 20,18; R$ -   ;Ok
56378;CARDILOL 25MG C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 88,29; R$ -   ;Ok
68250;CARGA AP GILLETTE FUSION PRO 2 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;3;3;0;R$ 50,78; R$ -   ;Ok
57461;CARGA AP GILLETTE MACH 3  SENSI C/2UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;2;2;0;R$ 28,60; R$ -   ;Ok
111957;CARGA AP GILLETTE MACH3 CARBONO 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;3;3;0;R$ 82,62; R$ -   ;Ok
71909;CARGA AP GILLETTE MACH3 CARBONO C/ 2UNID;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;3;3;0;R$ 27,81; R$ -   ;Ok
71634;CARGA AP GILLETTE MACH3 CARBONO C/ 4UNID;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;1;1;0;R$ 50,04; R$ -   ;Ok
66296;CARGA AP GILLETTE MACH3 REG LV4 PG3;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;3;3;0;R$ 44,64; R$ -   ;Ok
